1,0.9,0.1,0.6
2,0.8,0.2,0.7
3,0.75,0.2,0.75
4,0.6,0.25,0.6
5,0.35,0.31,0.3
6,0.4,0.3,0.3
7,0.425,0.35,0.3
8,0.4,0.6,0.2
9,0.35,0.3,0.15
10,0.325,0.8,0.14
11,0.4,0.9,0.08
