230.985964,74.792938,233.89311,73.207222,232.439537,74.00008
232.307394,77.171512,235.21454,76.378654,233.760967,76.775083
233.100252,80.342944,236.271684,79.814372,234.685968,80.078658
233.89311,83.778662,236.800256,82.985804,235.346683,83.382233
234.950254,86.421522,237.8574,85.100092,236.403827,85.760807
236.800256,88.800096,238.914544,86.685808,237.8574,87.742952
238.650258,90.650098,240.50026,88.007238,239.575259,89.328668
240.50026,91.707242,241.82169,88.800096,241.160975,90.253669
243.14312,92.5001,243.935978,89.592954,243.539549,91.046527
245.78598,93.028672,246.050266,90.121526,245.918123,91.575099
248.42884,93.292958,248.42884,90.121526,248.42884,91.707242
251.600272,93.292958,251.600272,90.121526,251.600272,91.707242
255.03599,93.292958,255.03599,90.121526,255.03599,91.707242
258.471708,93.557244,258.735994,90.385812,258.603851,91.971528
260.850282,94.085816,261.64314,91.17867,261.246711,92.632243
262.96457,94.878674,264.021714,91.971528,263.493142,93.425101
265.078858,95.935818,266.664574,93.292958,265.871716,94.614388
266.92886,97.521534,269.043148,95.407246,267.986004,96.46439
269.307434,99.635822,270.89315,96.992962,270.100292,98.314392
271.950294,100.692966,272.743152,97.78582,272.346723,99.239393
274.593154,101.485824,274.85744,98.314392,274.725297,99.900108
276.971728,101.485824,276.707442,98.314392,276.839585,99.900108
279.614588,100.957252,278.82173,97.78582,279.218159,99.371536
281.46459,100.164394,280.14316,97.257248,280.803875,98.710821
283.050306,99.10725,281.200304,96.728676,282.125305,97.917963
284.900308,97.521534,282.78602,95.407246,283.843164,96.46439
286.486024,95.407246,283.843164,93.82153,285.164594,94.614388
287.543168,93.292958,284.371736,92.5001,285.957452,92.896529
288.07174,91.707242,284.900308,91.17867,286.486024,91.442956
