42.28576,61.314352,41.757188,58.14292,42.021474,59.728636
48.89291,60.257208,48.364338,57.350062,48.628624,58.803635
57.350062,59.728636,57.350062,56.028632,57.350062,57.878634
62.371496,60.521494,63.164354,57.350062,62.767925,58.935778
66.335786,62.10721,67.657216,59.46435,66.996501,60.78578
69.771504,64.485784,71.621506,62.10721,70.696505,63.296497
72.414364,67.128644,74.792938,65.278642,73.603651,66.203643
74.792938,70.564362,77.171512,68.71436,75.982225,69.639361
77.171512,73.207222,79.2858,70.828648,78.228656,72.017935
80.342944,75.32151,81.664374,72.67865,81.003659,74.00008
82.985804,76.378654,83.514376,73.207222,83.25009,74.792938
84.835806,76.378654,84.835806,73.207222,84.835806,74.792938
87.21438,76.114368,86.421522,73.207222,86.817951,74.660795
89.328668,75.32151,88.007238,72.414364,88.667953,73.867937
91.707242,74.00008,90.121526,71.35722,90.914384,72.67865
94.085816,72.150078,91.971528,69.771504,93.028672,70.960791
95.671532,70.03579,93.292958,68.185788,94.482245,69.110789
96.728676,67.39293,94.085816,66.0715,95.407246,66.732215
96.992962,64.485784,94.085816,64.221498,95.539389,64.353641
97.257248,62.635782,94.350102,62.10721,95.803675,62.371496
97.78582,61.314352,94.878674,59.992922,96.332247,60.653637
98.314392,60.257208,95.671532,58.407206,96.992962,59.332207
99.371536,58.935778,96.992962,56.557204,98.182249,57.746491
100.692966,57.614348,99.10725,54.971488,99.900108,56.292918
102.807254,56.82149,102.278682,53.650058,102.542968,55.235774
105.185828,56.557204,105.185828,53.650058,105.185828,55.103631
111.264406,56.557204,111.264406,53.650058,111.264406,55.103631
118.135842,56.557204,118.135842,53.650058,118.135842,55.103631
123.157276,56.557204,123.157276,53.650058,123.157276,55.103631
125.53585,57.085776,126.592994,54.17863,126.064422,55.632203
127.914424,58.671492,130.292998,56.557204,129.103711,57.614348
129.50014,61.050066,132.407286,59.992922,130.953713,60.521494
130.028712,63.692926,132.935858,63.164354,131.482285,63.42864
130.82157,66.864358,133.46443,65.542928,132.143,66.203643
132.671572,69.507218,134.78586,67.39293,133.728716,68.450074
135.050146,71.092934,136.371576,68.450074,135.710861,69.771504
137.957292,71.885792,137.957292,68.71436,137.957292,70.300076
140.864438,71.092934,139.807294,68.450074,140.335866,69.771504
143.243012,69.771504,141.39301,67.39293,142.318011,68.582217
144.828728,67.921502,142.450154,66.0715,143.639441,66.996501
145.621586,66.335786,142.71444,65.278642,144.168013,65.807214
145.885872,64.221498,142.978726,63.957212,144.432299,64.089355
146.150158,62.635782,142.978726,62.371496,144.564442,62.503639
146.414444,60.521494,143.507298,59.46435,144.960871,59.992922
147.735874,57.614348,145.093014,55.764346,146.414444,56.689347
149.585876,55.235774,147.471588,52.8572,148.528732,54.046487
151.171592,53.914344,149.32159,51.271484,150.246591,52.592914
153.550166,52.328628,151.96445,49.421482,152.757308,50.875055
155.400168,51.53577,154.60731,48.628624,155.003739,50.082197
157.25017,51.271484,156.985884,48.100052,157.118027,49.685768
160.157316,51.271484,160.421602,48.100052,160.289459,49.685768
162.800176,51.800056,163.593034,48.628624,163.196605,50.21434
165.443036,52.8572,166.764466,49.950054,166.103751,51.403627
168.614468,55.764346,170.728756,53.385772,169.671612,54.575059
171.257328,58.14292,173.371616,56.028632,172.314472,57.085776
173.900188,61.050066,176.278762,58.935778,175.089475,59.992922
177.864478,65.014356,179.978766,62.635782,178.921622,63.825069
182.621626,69.771504,185.0002,67.657216,183.810913,68.71436
187.378774,74.528652,189.757348,72.414364,188.568061,73.471508
190.550206,77.435798,192.400208,75.057224,191.475207,76.246511
194.25021,79.550086,195.307354,76.64294,194.778782,78.096513
197.421642,80.60723,197.685928,77.435798,197.553785,79.021514
200.328788,80.871516,200.328788,77.700084,200.328788,79.2858
203.764506,80.60723,203.235934,77.700084,203.50022,79.153657
206.671652,79.814372,205.614508,76.907226,206.14308,78.360799
209.314512,78.492942,207.728796,75.850082,208.521654,77.171512
211.4288,76.907226,209.578798,74.528652,210.503799,75.717939
213.543088,75.057224,211.164514,72.942936,212.353801,74.00008
215.128804,73.207222,213.014516,71.092934,214.07166,72.150078
217.243092,71.621506,215.128804,69.242932,216.185948,70.432219
219.35738,70.828648,218.300236,67.921502,218.828808,69.375075
221.471668,70.300076,220.943096,67.39293,221.207382,68.846503
223.32167,70.300076,223.32167,67.128644,223.32167,68.71436
225.700244,70.564362,226.228816,67.657216,225.96453,69.110789
227.550246,71.35722,229.400248,68.71436,228.475247,70.03579
229.664534,72.67865,231.514536,70.300076,230.589535,71.489363
